OBJECTID,country,project_id,project_name,group_id,group_name,project_status,class,sub_class,grant_reference,phase,hectares,Shape__Area,Shape__Length
1910,Scotland,104000000028263,Eastend Carmichael Woodland Creation,,,Validated,Planted,Mixed predominantly broadleaved (50-80%),21FGS61326,8,1.27,12740.341430664062,939.3105828276186
1911,Scotland,104000000028263,Eastend Carmichael Woodland Creation,,,Validated,Planted,Conifer (>80%),21FGS61326,8,18.11,181122.50259399414,4234.842427903579
1912,Scotland,104000000028263,Eastend Carmichael Woodland Creation,,,Validated,Planted,Mixed predominantly conifer (50-80%),21FGS61326,8,0.55,5449.982223510742,379.4012662858537
1913,Scotland,104000000028263,Eastend Carmichael Woodland Creation,,,Validated,Other,Open Ground,21FGS61326,8,2.96,29634.908798217773,6635.356410700762
1914,Scotland,104000000028264,Mountmill Burn,,,Validated,Planted,Broadleaved (>80%),21FGS62307,8,11.74,117388.60176086426,11568.454533039236
1915,Scotland,104000000028264,Mountmill Burn,,,Validated,Planted,Conifer (>80%),21FGS62307,8,90.75,907468.2772521973,17947.32953674892
1916,Scotland,104000000028264,Mountmill Burn,,,Validated,Other,Existing Woodland,21FGS62307,8,0.2,2006.9595794677734,195.5693687025392
1917,Scotland,104000000028264,Mountmill Burn,,,Validated,Other,Open Ground,21FGS62307,8,15.76,157566.5054473877,19793.405371547335
1918,Scotland,104000000028271,Melfort Estate,103000000017198,JDM - 2022 Group,Validated,Planted,Broadleaved (>80%),21FGS62167,8,18.06,180604.25894927979,11987.555819206422
1919,Scotland,104000000028271,Melfort Estate,103000000017198,JDM - 2022 Group,Validated,Other,Open Ground,21FGS62167,8,5.86,58590.09258270264,12405.619343718583
1920,Scotland,104000000028279,Barjarg,67,CS 9,Validated,Planted,Broadleaved (>80%),21FGS61266,8,14.97,149749.4767074585,4396.89586274047
1921,Scotland,104000000028279,Barjarg,67,CS 9,Validated,Other,Open Ground,21FGS61266,8,4.65,46521.7529296875,6520.303089436093
1922,England,104000000028298,Northwick Hill,70,Nicholsons Group 1,Under Development,Planted,Mixed predominantly broadleaved (50-80%),1086709,8,3.33,33314.66323852539,1899.1631853331016
1923,England,104000000028298,Northwick Hill,70,Nicholsons Group 1,Under Development,Other,Open Ground,1086709,8,0.27,2683.3048782348633,1193.7631939278294
1924,England,104000000028301,Warren Wood,,,Validated,Planted,Broadleaved (>80%),EWCO 45 21_22,8,11.54,115361.01141357422,3587.071363749339
1925,England,104000000028301,Warren Wood,,,Validated,Other,Open Ground,EWCO 45 21_22,8,4.5,44955.96276092529,6082.806006474394
1926,Scotland,104000000028306,Butterdean,,,Validated,Planted,Broadleaved (>80%),20FGS54483,8,2.82,28172.193435668945,1436.5665246346746
1927,Scotland,104000000028306,Butterdean,,,Validated,Other,Open Ground,20FGS54483,8,0.29,2887.634796142578,1988.1003674457886
1928,Northern Ireland,104000000028307,Clabby 1,103000000017400,Clabby 1 & 2,Under Development,Planted,Broadleaved (>80%),,9,5.66,56576.38408279419,3466.3847813611997
1929,Northern Ireland,104000000028307,Clabby 1,103000000017400,Clabby 1 & 2,Under Development,Planted,Conifer (>80%),,9,10.75,107467.85327720642,2707.1297539003745
1930,Northern Ireland,104000000028307,Clabby 1,103000000017400,Clabby 1 & 2,Under Development,Other,Open Ground,,9,1.86,18565.354272842407,4078.094273964685
1931,Northern Ireland,104000000028308,Clabby 2,103000000017400,Clabby 1 & 2,Under Development,Planted,Broadleaved (>80%),,9,2.19,21878.46074104309,1656.8763407357096
1932,Northern Ireland,104000000028308,Clabby 2,103000000017400,Clabby 1 & 2,Under Development,Planted,Conifer (>80%),,9,4.62,46190.64415359497,1202.3550831189555
1933,Northern Ireland,104000000028308,Clabby 2,103000000017400,Clabby 1 & 2,Under Development,Other,Open Ground,,9,0.93,9273.127222061157,1823.0507913737888
1934,Scotland,104000000028319,Hillhead of Gask Woodland Creation,,,Validated,Planted,Broadleaved (>80%),21FGS57765,8,3.99,39934.00402832031,2939.95279034195
1935,Scotland,104000000028319,Hillhead of Gask Woodland Creation,,,Validated,Planted,Conifer (>80%),21FGS57765,8,36.12,361196.54666137695,7865.438116631251
1936,Scotland,104000000028319,Hillhead of Gask Woodland Creation,,,Validated,Other,Open Ground,21FGS57765,8,24.88,248843.61163330078,7364.407758679432
1937,Scotland,104000000028322,Allt Mor & Upper Smiddy,36,CS 7,Validated,Planted,Broadleaved (>80%),20FGS49363; 21FGS60383,8,9.76,97643.4815826416,4963.742861109828
1938,Scotland,104000000028322,Allt Mor & Upper Smiddy,36,CS 7,Validated,Natural Regeneration - Upfront,Broadleaved (>80%),20FGS49363; 21FGS60383,8,4.81,48063.17205810547,1981.4787970082198
1939,Scotland,104000000028322,Allt Mor & Upper Smiddy,36,CS 7,Validated,Other,Open Ground,20FGS49363; 21FGS60383,8,5.87,58694.449478149414,4823.149089413454
1940,Scotland,104000000028341,Pinmore Mains 2,,,Validated,Planted,Broadleaved (>80%),21FGS58683,8,16.31,163093.80837249756,8401.402420776898
1941,Scotland,104000000028341,Pinmore Mains 2,,,Validated,Planted,Conifer (>80%),21FGS58683,8,39.35,393507.92205810547,8082.782784049243
1942,Scotland,104000000028341,Pinmore Mains 2,,,Validated,Other,Existing Woodland,21FGS58683,8,11.92,119235.96089172363,5162.914021764119
1943,Scotland,104000000028341,Pinmore Mains 2,,,Validated,Other,Open Ground,21FGS58683,8,6.45,64465.56546020508,14194.191873246587
1944,Wales,104000000028346,Cwmcynog,103000000017272,CS 2,Validated,Planted,Broadleaved (>80%),P0000577,8,6.71,67064.76519393921,7024.971050666269
1945,Wales,104000000028346,Cwmcynog,103000000017272,CS 2,Validated,Planted,Conifer (>80%),P0000577,8,17.33,173339.33334732056,7030.851705903789
1946,Wales,104000000028351,Penlan Farm,103000000017272,CS 2,Validated,Planted,Broadleaved (>80%),P0000573,8,7.55,75498.72087860107,6512.658876004842
1947,Wales,104000000028351,Penlan Farm,103000000017272,CS 2,Validated,Planted,Conifer (>80%),P0000573,8,15.37,153665.81159210205,3274.3250172366047
1948,Wales,104000000028351,Penlan Farm,103000000017272,CS 2,Validated,Other,Open Ground,P0000573,8,1.28,12828.29137802124,979.9522892230067
1949,Northern Ireland,104000000028355,Beechgrove,,,Validated,Planted,Broadleaved (>80%),665281,8,9.13,92738.4314089492,4534.026822201164
1950,Northern Ireland,104000000028355,Beechgrove,,,Validated,Other,Open Ground,665281,8,4.05,131737.45097732544,6203.57938209939
1951,Scotland,104000000028356,Chuilinn & Ishag Burn,,,Validated,Planted,Broadleaved (>80%),21FGS61845,8,18.78,187802.29768371582,15632.155142272954
1952,Scotland,104000000028356,Chuilinn & Ishag Burn,,,Validated,Planted,Conifer (>80%),21FGS61845,8,30.46,304602.9247741699,12979.323526780128
1953,Scotland,104000000028356,Chuilinn & Ishag Burn,,,Validated,Other,Open Ground,21FGS61845,8,8.37,83713.27252197266,22554.48028529893
1954,Scotland,104000000028367,Hartwood Hill,103000000017274,Hartwood Hill and Knockburnie,Validated,Planted,Broadleaved (>80%),21FGS57223,9,2.97,29680.628356933594,3073.698631526391
1955,Scotland,104000000028367,Hartwood Hill,103000000017274,Hartwood Hill and Knockburnie,Validated,Planted,Conifer (>80%),21FGS57223,9,3.54,35409.587631225586,1261.283195891465
1956,Scotland,104000000028367,Hartwood Hill,103000000017274,Hartwood Hill and Knockburnie,Validated,Other,Open Ground,21FGS57223,9,3.89,38930.78007507324,4745.923083495964
1957,Scotland,104000000028369,Springfield Woodland Creation,,,Under Development,Planted,Broadleaved (>80%),22FGS64527,8,14.31,143061.86192321777,4580.546338074287
1958,Scotland,104000000028369,Springfield Woodland Creation,,,Under Development,Other,Existing Woodland,22FGS64527,8,1.52,15223.625442504883,1281.0700555983206
1959,Scotland,104000000028369,Springfield Woodland Creation,,,Under Development,Other,Open Ground,22FGS64527,8,7.27,72722.90823364258,4203.327722577327
1960,Scotland,104000000028374,Bedshiel West,103000000017216,FDL 2021 Group Scheme,Validated,Planted,Broadleaved (>80%),20FGS51103,7,2.73,27273.70068359375,1721.9016287414693
1961,Scotland,104000000028374,Bedshiel West,103000000017216,FDL 2021 Group Scheme,Validated,Other,Open Ground,20FGS51103,7,0.38,3782.5396881103516,516.0988581606471
1962,England,104000000028379,Woodgate Valley - Birmingham City Council,103000000017257,STW CWG Group 1,Validated,Planted,Broadleaved (>80%),n/a,8,3.36,33637.871238708496,1650.202669534552
1963,England,104000000028379,Woodgate Valley - Birmingham City Council,103000000017257,STW CWG Group 1,Validated,Other,Open Ground,n/a,8,2,19950.93074798584,2671.087445069317
1964,Scotland,104000000028386,Pitendie Hill NWC,,,Validated,Planted,Broadleaved (>80%),21FGS61445,8,0.76,7597.265274047852,673.3598243594155
1965,Scotland,104000000028386,Pitendie Hill NWC,,,Validated,Planted,Conifer (>80%),21FGS61445,8,7.95,79476.54627990723,2146.2896238885282
1966,Scotland,104000000028386,Pitendie Hill NWC,,,Validated,Other,Open Ground,21FGS61445,8,0.92,9186.879119873047,1078.1133379694675
1967,Scotland,104000000028387,Torr Wood,,,Validated,Planted,Broadleaved (>80%),20FGS53643,9,8.66,86595.76100158691,4862.411004460991
1968,Scotland,104000000028387,Torr Wood,,,Validated,Planted,Conifer (>80%),20FGS53643,9,29.65,296474.4268798828,7031.536969093081
1969,Scotland,104000000028387,Torr Wood,,,Validated,Other,Existing Woodland,20FGS53643,9,9.23,92345.27966308594,4421.939311718074
1970,Scotland,104000000028387,Torr Wood,,,Validated,Other,Open Ground,20FGS53643,9,4.69,46940.179428100586,6128.635709680028
1971,Scotland,104000000028396,Broomfauld and Elly,,,Validated,Planted,Broadleaved (>80%),22FGS64846,9,2.87,28738.54930114746,2471.3799278694573
1972,Scotland,104000000028396,Broomfauld and Elly,,,Validated,Other,Open Ground,22FGS64846,9,4.97,49672.41502380371,5001.229931050037
1973,Scotland,104000000028396,Broomfauld and Elly,,,Validated,Planted,Conifer (>80%),22FGS64846,9,7.54,75419.9930267334,3046.705447955188
1974,England,104000000028397,Kempstone Lodge Farm,,,Validated,Planted,Broadleaved (>80%),EWCO 268 21_22,8,5.03,50332.121170043945,3861.028692992448
1975,England,104000000028397,Kempstone Lodge Farm,,,Validated,Other,Open Ground,EWCO 268 21_22,8,0.36,3551.107208251953,747.6546497161438
1976,Scotland,104000000028402,Upper Craigwell,,,Validated,Planted,Broadleaved (>80%),21FGS61125,8,2.13,21335.78448486328,1561.9721451051066
1977,Scotland,104000000028402,Upper Craigwell,,,Validated,Planted,Conifer (>80%),21FGS61125,8,16.95,169496.3536376953,2874.118686147317
1978,Scotland,104000000028402,Upper Craigwell,,,Validated,Other,Open Ground,21FGS61125,8,2.12,21226.963317871094,2005.2043981416646
1979,Wales,104000000028408,Rhyblid,,,Validated,Planted,Broadleaved (>80%),P0000524,8,9.95,99500.27976608276,5237.022367686983
1980,Wales,104000000028408,Rhyblid,,,Validated,Planted,Conifer (>80%),P0000524,8,9.69,96891.25382232666,3216.3730006398196
1981,Wales,104000000028408,Rhyblid,,,Validated,Other,Existing Woodland,P0000524,8,0.66,6558.282730102539,590.8367037624181
1982,Wales,104000000028408,Rhyblid,,,Validated,Other,Open Ground,P0000524,8,4.78,47800.44417953491,1642.0641841853105
1983,Scotland,104000000028411,Shieldbank Carbon,,,Validated,Planted,Broadleaved (>80%),21FGS59585,8,3.08,30843.600204467773,3557.9900756523452
1984,Scotland,104000000028411,Shieldbank Carbon,,,Validated,Planted,Conifer (>80%),21FGS59585,8,40.46,404622.1062011719,7045.468325621817
1985,Scotland,104000000028411,Shieldbank Carbon,,,Validated,Other,Existing Woodland,21FGS59585,8,3.76,37612.77262878418,4123.091620948651
1986,Scotland,104000000028411,Shieldbank Carbon,,,Validated,Other,Open Ground,21FGS59585,8,13.52,135198.49012756348,10305.560739835155
1987,England,104000000028413,Biggs Bank Woodland Creation,,,Under Development,Planted,Broadleaved (>80%),EWCO 068 22_23 Highclere,8,8.89,88943.7914276123,5003.521097151457
1988,England,104000000028413,Biggs Bank Woodland Creation,,,Under Development,Other,Open Ground,EWCO 068 22_23 Highclere,8,2.36,23596.82144165039,5397.444314641607
1989,Scotland,104000000028420,Glen Kingie Woodland Creation,,,Validated,Planted,Mixed predominantly conifer (50-80%),21fgs61107,8,40.87,408673.2470397949,16296.283205213025
1990,Scotland,104000000028420,Glen Kingie Woodland Creation,,,Validated,Other,Open Ground,21fgs61107,8,24.22,242194.9961090088,17876.706819294657
1991,England,104000000028427,Bye Wood,,,Validated,Planted,Broadleaved (>80%),FC WCPG Ref: 27 19_20; EWCO 112 21_22 ,8,10.75,107527.71046066284,4679.6743950004175
1992,England,104000000028427,Bye Wood,,,Validated,Other,Open Ground,FC WCPG Ref: 27 19_20; EWCO 112 21_22 ,8,1.38,13782.616607666016,3568.6674335728258
1993,England,104000000028447,"Lodge Farm, Hackford",,,Validated,Planted,Broadleaved (>80%),"EWCO 028 22_23 Lodge
Farm, Hackford",8,6.86,68567.10107421875,4046.7431118991963
1994,England,104000000028447,"Lodge Farm, Hackford",,,Validated,Other,Open Ground,"EWCO 028 22_23 Lodge
Farm, Hackford",8,0.77,7661.995742797852,2353.4397477740335
1995,Scotland,104000000028448,Kippen and Knowes Low Ground,,,Validated,Planted,Broadleaved (>80%),20FGS55366,9,9.97,99724.41979980469,7958.364117651037
1996,Scotland,104000000028448,Kippen and Knowes Low Ground,,,Validated,Planted,Conifer (>80%),20FGS55366,9,56.3,562998.2354888916,16774.59970581868
1997,Scotland,104000000028448,Kippen and Knowes Low Ground,,,Validated,Other,Existing Woodland,20FGS55366,9,14.57,145675.02159118652,3248.2764556909906
1998,Scotland,104000000028448,Kippen and Knowes Low Ground,,,Validated,Other,Open Ground,20FGS55366,9,16.32,163227.09414672852,18875.01923078195
1999,Scotland,104000000028451,Mavis Park Woods,,,Validated,Planted,Broadleaved (>80%),21FGS61286,8,5.75,57481.22103881836,2037.7655381793923
2000,Scotland,104000000028451,Mavis Park Woods,,,Validated,Other,Open Ground,21FGS61286,8,2.02,20163.772888183594,3388.582071437895
2001,Scotland,104000000028471,Geldie Riparian Native Woodland Restoration Project,,,Under Development,Planted,Broadleaved (>80%),22FGS64147,9,79.56,795555.0795288086,34456.33321209701
2002,Scotland,104000000028471,Geldie Riparian Native Woodland Restoration Project,,,Under Development,Other,Open Ground,22FGS64147,9,50.92,509159.24966430664,38237.242736060995
2003,Scotland,104000000028476,Den of Airlie Oakwood,,,Under Development,Planted,Broadleaved (>80%),21FGS61805,9,6.91,69065.52642822266,3061.0020043805466
2004,Scotland,104000000028476,Den of Airlie Oakwood,,,Under Development,Other,Open Ground,21FGS61805,9,0.83,8268.685791015625,1898.1178194991269
2005,Scotland,104000000028478,Pleasantfield,,,Validated,Planted,Broadleaved (>80%),22FGS64145,8,29.56,295631.78828430176,6975.629168742527
2006,Scotland,104000000028478,Pleasantfield,,,Validated,Other,Open Ground,22FGS64145,8,5.97,59747.602294921875,8710.353586711302
2007,England,104000000028499,Earsdon Hill Farm,,,Validated,Planted,Broadleaved (>80%),EWCO 242 21_22,8,3.03,30254.783172607422,3194.820161697778
2008,Wales,104000000028500,Ty Olaf,69,CS 10,Validated,Planted,Broadleaved (>80%),P0000722,8,15.8,158034.6338005066,5779.30574811815
2009,Wales,104000000028500,Ty Olaf,69,CS 10,Validated,Planted,Conifer (>80%),P0000722,8,11.57,115738.99829483032,3001.4419814191306
2010,Wales,104000000028500,Ty Olaf,69,CS 10,Validated,Other,Open Ground,P0000722,8,1.19,11855.542762756348,2814.1726426161754
2011,Scotland,104000000028515,Riskinhope,,,Validated,Planted,Broadleaved (>80%),21FGS59383,7,13.99,139872.64556884766,9605.874592369244
2012,Scotland,104000000028515,Riskinhope,,,Validated,Planted,Conifer (>80%),21FGS59383,7,75.01,750051.9441223145,15588.980397538504
2013,Scotland,104000000028515,Riskinhope,,,Validated,Other,Open Ground,21FGS59383,7,19.02,190178.76371765137,14778.021041513692
2014,England,104000000028518,Heartwood Extension,,,Validated,Planted,Broadleaved (>80%),EWCO 183 22_23,8,3.71,37119.339836120605,801.4248652667599
2015,England,104000000028518,Heartwood Extension,,,Validated,Other,Open Ground,EWCO 183 22_23,8,1.26,12600.16104888916,1692.1859452233953
2016,England,104000000028520,Upper Blackdown Farm,103000000017173,Penfold's Group Woodland Creation Schemes,Validated,Planted,Broadleaved (>80%),"WCPG 129 20_21
EWCO 209 21_22",8,7.2,72031.29133224487,3595.703098085355
2017,England,104000000028520,Upper Blackdown Farm,103000000017173,Penfold's Group Woodland Creation Schemes,Validated,Other,Open Ground,"WCPG 129 20_21
EWCO 209 21_22",8,1.64,16396.510025024414,2877.3536428861257
2018,England,104000000028522,Lady Beck,,,Under Development,Planted,Broadleaved (>80%),EWCO 155 22_23,8,43.02,430230.04818725586,14824.085489536395
2019,England,104000000028522,Lady Beck,,,Under Development,Other,Open Ground,EWCO 155 22_23,8,7.87,78694.63731384277,11886.167193453128
2020,England,104000000028523,Winderhall,,,Under Development,Planted,Broadleaved (>80%),,9,53.02,530200.0068664551,23223.96388550281
2021,Scotland,104000000028529,Dere Street,,,Validated,Planted,Broadleaved (>80%),21FGS62125,7,6.65,66512.99980163574,2949.0000089583364
2022,Scotland,104000000028529,Dere Street,,,Validated,Planted,Conifer (>80%),21FGS62125,7,19.81,198071.19050598145,3711.9561684430787
2023,Scotland,104000000028529,Dere Street,,,Validated,Other,Open Ground,21FGS62125,7,4.35,43465.2956237793,5893.536254542941
2024,Scotland,104000000028532,Creebank,,,Under Development,Planted,Broadleaved (>80%),,9,21.04,210365.18268585205,15642.930634353717
2025,Scotland,104000000028532,Creebank,,,Under Development,Planted,Conifer (>80%),,9,46.77,467675.0022354126,17089.63980506075
2026,Scotland,104000000028532,Creebank,,,Under Development,Other,Open Ground,,9,54.97,549730.1216049194,22181.490926170605
2027,England,104000000028540,Pepper Wood,,,Validated,Planted,Broadleaved (>80%),WCPG 61 19_20,8,7.07,70723.2900314331,2451.58970617171
2028,England,104000000028540,Pepper Wood,,,Validated,Natural Regeneration - Upfront,Broadleaved (>80%),WCPG 61 19_20,8,10.33,103304.60680389404,5501.355081637274
2029,England,104000000028540,Pepper Wood,,,Validated,Natural Regeneration - Future,Broadleaved (>80%),WCPG 61 19_20,8,5.79,57888.268814086914,4071.1000390573836
